SuperCategory,Run_ID,Sample_ID,Label,Score_Original,Score_OnlyRat,Kept_Rationales
alt,0,0,Normal,0.0012914229882881045,0.014053454622626305,"['should', 'several', 'periodically', '>', 'hot', 'mythical', '}', 'alternative', 'point', 'on', 'by', 'now', 'have', 'alternative', 'reluctance', 'not', 'think', 'few', 'alternative', '>', '""', 'months', 'knowledge', '##ity', 'times']"
alt,0,1,Normal,0.0011746318778023124,0.015491885133087635,"['[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,2,Normal,0.0012108107330277562,0.014997508376836777,"['be', '##vn', 'can', '##ef', 'everything', 'than', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,3,Normal,0.001137422164902091,0.015435897745192051,"['must', 'word', 'assertion', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,4,Normal,0.0012626983225345612,0.01371597871184349,"['to', 'wonder', 'how', 'atheist', '##s', 'case', 'out', 'atheist', 'lutheran', 'many', 'world', '90', 'members', 'population', 'finland', 'christianity', 'minority', 'god', 'of', 'church', 'are', 'be', '%', 'minority', '""']"
alt,0,160,Anomaly,0.0012617820175364614,0.014483574777841568,"['thing', 'll', 'point', 'note', 'know', 'amendment', 'under', 'change', 'inherently', 'based', 'point', 'change', 's', 'difficult', 'to', 'law', 'representatives', '""', 'w', 's', 'to', 'whole', 'of', 'be', '##him']"
alt,0,161,Anomaly,0.0012312617618590593,0.015007048845291138,"['ex', 'subject', '##ime', 'file', 'interest', '##ng', 'renewed', 'me', 'many', 'james', 'to', 'article', 'of', 'i', 'longer', '##you', 'article', 'find', 'with', 'fa', 'fa', 'files', 'tod', 'best', 'for']"
alt,0,162,Anomaly,0.0012899556895717978,0.013347097672522068,"['oh', 'cap', 'click', '150', 'drops', 'fe', 'pops', 'oh', 'silence', '200', 'series', '100', '03', 'hum', 'million', 'switch', '##uf', 'jumping', 'audio', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,163,Anomaly,0.00196097488515079,0.013872900046408176,"['ranking', '^', '^', 'system', '^', '^', 'used', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,164,Anomaly,0.0010553259635344148,0.015601655468344688,"['cheers', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
