SuperCategory,Run_ID,Sample_ID,Label,Score_Original,Score_OnlyRat,Kept_Rationales
alt,0,0,Normal,0.45414435863494873,0.44757112860679626,"[""'"", 'several', 've', 'periodically', 'are', 'for', 'religious', '##ity', 'should', 'knowledge', 'i', 'rational', '>', 'when', '>', '[CLS]', 'point', 'mythical', '""', 'metaphysical', '}', 'this', 'un', '##ate', 'caught']"
alt,0,1,Normal,0.4567602276802063,0.45500487089157104,"['[SEP]', 'swear', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,2,Normal,0.45778098702430725,0.44578808546066284,"['be', '""', '[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,3,Normal,0.45648428797721863,0.4509715437889099,"['must', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,4,Normal,0.45807746052742004,0.44140535593032837,"['to', 'how', 'atheist', '.', 'the', 'lutheran', 'wonder', '?', 'in', 'finland', '##s', '-', 'i', 'my', 'the', 'atheist', '##ulate', 'on', ',', '##eis', 'minority', 'are', 'a', 'with', 'out']"
alt,0,160,Anomaly,0.4582003951072693,0.4386756420135498,"['[CLS]', 'i', 'regularly', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,161,Anomaly,0.45562317967414856,0.45107796788215637,"['[SEP]', 'repeal', 'georgia', 'legislature', 'flag', '##ing', 'from', '30th', '##ider', 'june', '""', ""'"", '##tri', 'from', 'passed', 'wouldn', 'state', '##antly', 'too', 'announced', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,162,Anomaly,0.4578130543231964,0.45013266801834106,"['[SEP]', 'i', 'for', '##l', 'graduate', 'your', 'hello', 'am', '##vd', ':', 'walking', 'advance', '##mute', '[CLS]', 'for', ':', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,163,Anomaly,0.46756958961486816,0.4568268358707428,"['[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,0,164,Anomaly,0.46412837505340576,0.4521094858646393,"['[SEP]', 'indiana', '.', 'looking', '[CLS]', '##40', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
